Timestamp, P1rms (A), P2rms (A), P3rms (A), P4rms (A), P5rms (A), Vrms (V), P1 theta, P2 theta, P3 theta, P4 theta, P5 theta
Mon Sep 30 00:00:20 2013, 33, 32, 483, 464, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 38, 34, 484, 467, 477, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:22 2013, 37, 35, 485, 469, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 37, 36, 483, 464, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 33, 33, 481, 464, 475, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:25 2013, 35, 34, 481, 464, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 34, 35, 483, 467, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 35, 36, 483, 467, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 36, 37, 482, 467, 480, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:29 2013, 36, 35, 482, 464, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:30 2013, 35, 37, 480, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 35, 34, 482, 464, 476, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 34, 39, 484, 465, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 33, 486, 465, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 36, 35, 483, 465, 482, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:35 2013, 33, 34, 480, 463, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 35, 35, 480, 463, 476, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 36, 35, 483, 463, 477, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 36, 35, 486, 468, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 36, 35, 484, 467, 479, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 35, 36, 480, 465, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 35, 34, 482, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:42 2013, 34, 36, 481, 465, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 36, 38, 482, 465, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 35, 37, 483, 470, 482, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:01 2013, 37, 36, 488, 461, 479, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 35, 35, 482, 463, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 36, 35, 482, 463, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 35, 38, 483, 466, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 36, 36, 489, 471, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 38, 38, 487, 465, 480, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:07 2013, 35, 36, 483, 464, 476, 50, 4, 2, 0, 0, 54
Mon Sep 30 00:00:08 2013, 35, 34, 483, 463, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 35, 34, 482, 463, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:10 2013, 35, 37, 483, 466, 478, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:11 2013, 36, 37, 479, 470, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 35, 38, 482, 471, 482, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:13 2013, 35, 35, 481, 462, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 36, 35, 482, 463, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 35, 37, 485, 466, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 38, 39, 485, 467, 479, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 36, 38, 485, 461, 483, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:18 2013, 32, 35, 482, 464, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:19 2013, 33, 33, 481, 464, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 33, 36, 481, 462, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 36, 37, 484, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 36, 35, 485, 467, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 37, 37, 484, 468, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 35, 36, 482, 463, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 34, 34, 482, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 34, 37, 483, 466, 479, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 36, 36, 481, 467, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 38, 37, 485, 462, 477, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 36, 35, 483, 463, 476, 50, 4, 4, 0, 0, 54
Mon Sep 30 00:00:30 2013, 34, 35, 482, 463, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 35, 34, 481, 464, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 35, 37, 483, 465, 477, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 36, 485, 470, 479, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 36, 37, 484, 469, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 35, 34, 482, 461, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 35, 34, 483, 465, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 35, 36, 480, 465, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 37, 36, 483, 466, 480, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:39 2013, 36, 39, 484, 466, 480, 50, 1, 2, 0, 0, 56
Mon Sep 30 00:00:40 2013, 36, 35, 482, 462, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 34, 35, 481, 464, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:42 2013, 34, 34, 482, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 36, 40, 483, 465, 476, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 37, 39, 481, 467, 480, 50, 2, 3, 0, 0, 56
Mon Sep 30 00:00:01 2013, 38, 37, 488, 467, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 34, 32, 482, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 33, 33, 482, 463, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 34, 36, 484, 465, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 36, 37, 488, 466, 480, 50, 3, 2, 0, 0, 56
Mon Sep 30 00:00:06 2013, 39, 38, 484, 466, 483, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:07 2013, 34, 35, 482, 463, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:08 2013, 35, 34, 480, 463, 475, 50, 1, 4, 0, 0, 54
Mon Sep 30 00:00:09 2013, 33, 35, 481, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:10 2013, 34, 38, 482, 466, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 36, 37, 483, 467, 475, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:12 2013, 37, 38, 486, 463, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 34, 33, 481, 465, 476, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:14 2013, 34, 35, 480, 463, 476, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:15 2013, 33, 38, 485, 466, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 36, 38, 481, 467, 479, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:17 2013, 37, 37, 481, 463, 476, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:18 2013, 35, 35, 483, 463, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:19 2013, 35, 35, 481, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 34, 34, 480, 463, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 36, 38, 482, 466, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 38, 39, 482, 471, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 37, 39, 489, 468, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 34, 35, 481, 464, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 35, 34, 482, 464, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 36, 37, 484, 466, 476, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:27 2013, 37, 36, 482, 464, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 36, 36, 487, 465, 482, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:29 2013, 37, 36, 483, 463, 476, 50, 6, 5, 0, 0, 54
Mon Sep 30 00:00:30 2013, 34, 35, 482, 465, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 34, 34, 482, 463, 476, 50, 4, 3, 0, 0, 54
Mon Sep 30 00:00:32 2013, 35, 38, 483, 466, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 36, 38, 486, 468, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 35, 35, 482, 468, 479, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 34, 36, 482, 462, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 34, 35, 482, 465, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 35, 37, 486, 466, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 37, 38, 484, 466, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 36, 36, 488, 464, 481, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:40 2013, 35, 34, 482, 466, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 34, 35, 481, 461, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:42 2013, 34, 34, 482, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 35, 37, 482, 467, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 35, 39, 482, 467, 479, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 39, 37, 484, 469, 481, 50, 1, 2, 0, 0, 56
Mon Sep 30 00:00:02 2013, 36, 35, 482, 464, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 34, 33, 481, 464, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 34, 37, 483, 465, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 39, 37, 485, 465, 480, 50, 1, 2, 0, 0, 56
Mon Sep 30 00:00:06 2013, 37, 38, 483, 465, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 35, 36, 481, 465, 476, 50, 4, 3, 0, 0, 54
Mon Sep 30 00:00:08 2013, 33, 34, 483, 465, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 35, 34, 483, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:10 2013, 36, 37, 485, 467, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 36, 36, 484, 465, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 39, 38, 482, 466, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 32, 34, 481, 466, 475, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:14 2013, 34, 33, 482, 464, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 35, 38, 483, 467, 477, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:16 2013, 37, 38, 480, 467, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 38, 36, 485, 465, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 37, 34, 481, 464, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:19 2013, 35, 34, 483, 465, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 34, 35, 483, 463, 474, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:21 2013, 37, 36, 485, 466, 478, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:22 2013, 36, 37, 483, 466, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 38, 37, 484, 464, 480, 50, 1, 2, 0, 0, 56
Mon Sep 30 00:00:24 2013, 34, 35, 482, 463, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 35, 34, 484, 463, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 36, 36, 483, 467, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 36, 37, 485, 468, 480, 50, 1, 2, 0, 0, 56
Mon Sep 30 00:00:28 2013, 38, 36, 484, 468, 479, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 36, 36, 480, 463, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:30 2013, 34, 32, 482, 464, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 34, 35, 482, 466, 475, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:32 2013, 34, 35, 483, 466, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 37, 489, 467, 481, 50, 1, 3, 0, 0, 56
Mon Sep 30 00:00:34 2013, 39, 36, 487, 469, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 33, 33, 481, 463, 475, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:36 2013, 35, 34, 481, 463, 473, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:37 2013, 36, 36, 482, 464, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 37, 36, 482, 462, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 38, 35, 481, 465, 481, 50, 1, 2, 0, 0, 56
Mon Sep 30 00:00:40 2013, 35, 36, 481, 462, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 32, 35, 481, 463, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:42 2013, 34, 33, 482, 461, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 34, 36, 483, 464, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 38, 38, 480, 467, 479, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:01 2013, 38, 37, 481, 462, 475, 50, 4, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 33, 34, 481, 463, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 35, 32, 482, 462, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 34, 37, 481, 466, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:05 2013, 35, 38, 482, 467, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 36, 38, 488, 465, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 33, 35, 481, 464, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:08 2013, 33, 33, 481, 463, 475, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:09 2013, 33, 34, 479, 463, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:10 2013, 34, 34, 484, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 36, 36, 481, 466, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 37, 38, 481, 463, 480, 50, 1, 2, 0, 0, 56
Mon Sep 30 00:00:13 2013, 34, 34, 480, 461, 475, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:14 2013, 33, 35, 480, 463, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 35, 37, 477, 465, 476, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:16 2013, 36, 37, 480, 464, 479, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 36, 34, 481, 465, 480, 50, 3, 3, 0, 0, 56
Mon Sep 30 00:00:18 2013, 35, 36, 479, 461, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:19 2013, 35, 34, 480, 464, 476, 50, 5, 4, 0, 0, 54
Mon Sep 30 00:00:20 2013, 34, 34, 480, 463, 472, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 33, 38, 481, 465, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 38, 37, 482, 466, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 38, 37, 482, 465, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 35, 35, 481, 462, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:25 2013, 35, 34, 479, 462, 475, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:26 2013, 34, 37, 484, 465, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 35, 36, 485, 468, 479, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 36, 39, 485, 467, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 35, 35, 479, 462, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:30 2013, 34, 34, 481, 461, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:31 2013, 35, 35, 479, 463, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 35, 36, 481, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 38, 36, 482, 466, 480, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:34 2013, 36, 37, 480, 463, 480, 50, 2, 2, 0, 0, 56
Mon Sep 30 00:00:35 2013, 35, 34, 480, 462, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 35, 35, 479, 463, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:37 2013, 33, 36, 482, 464, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 37, 36, 485, 464, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 34, 37, 483, 465, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 36, 35, 481, 462, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 35, 34, 480, 462, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:42 2013, 34, 34, 478, 460, 473, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 36, 37, 484, 462, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:00 2013, 36, 37, 480, 463, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:01 2013, 36, 36, 484, 464, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 35, 35, 480, 462, 473, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:03 2013, 35, 35, 480, 462, 474, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:04 2013, 35, 38, 480, 463, 476, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:05 2013, 37, 39, 484, 463, 478, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:06 2013, 37, 38, 480, 462, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 37, 36, 481, 461, 473, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:08 2013, 34, 36, 480, 463, 472, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:09 2013, 34, 34, 479, 461, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:10 2013, 36, 38, 480, 463, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 36, 37, 483, 464, 477, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:12 2013, 38, 36, 484, 466, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 36, 34, 479, 463, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 34, 34, 481, 462, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 35, 36, 481, 462, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 36, 36, 482, 465, 477, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:17 2013, 36, 38, 480, 463, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 35, 37, 480, 462, 473, 50, 4, 4, 0, 0, 54
Mon Sep 30 00:00:19 2013, 33, 35, 481, 462, 473, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:20 2013, 33, 35, 480, 462, 474, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:21 2013, 35, 38, 482, 465, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 36, 37, 481, 468, 478, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 36, 37, 483, 462, 479, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:24 2013, 33, 35, 479, 462, 475, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:25 2013, 32, 33, 478, 462, 473, 50, 4, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 35, 37, 480, 465, 476, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:27 2013, 38, 38, 480, 466, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:28 2013, 36, 36, 483, 463, 478, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:29 2013, 36, 35, 480, 462, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:30 2013, 34, 34, 480, 463, 473, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:31 2013, 36, 33, 480, 462, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:32 2013, 33, 37, 482, 465, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:33 2013, 37, 36, 484, 468, 479, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:34 2013, 37, 37, 483, 469, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:35 2013, 36, 33, 481, 460, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:36 2013, 33, 35, 481, 463, 474, 50, 3, 3, 0, 0, 54
Mon Sep 30 00:00:37 2013, 35, 37, 483, 465, 476, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:38 2013, 37, 34, 482, 465, 479, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:39 2013, 37, 38, 483, 463, 477, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:40 2013, 36, 33, 479, 462, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:41 2013, 33, 35, 479, 461, 473, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:42 2013, 33, 34, 481, 460, 474, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:43 2013, 36, 36, 482, 464, 475, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:00 2013, 35, 39, 483, 463, 477, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:01 2013, 39, 37, 480, 465, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:02 2013, 35, 34, 480, 461, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:03 2013, 35, 33, 481, 462, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:04 2013, 36, 38, 480, 466, 475, 50, 2, 3, 0, 0, 54
Mon Sep 30 00:00:05 2013, 36, 36, 484, 468, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:06 2013, 38, 35, 483, 467, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:07 2013, 35, 34, 480, 462, 473, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:08 2013, 35, 32, 479, 461, 475, 50, 5, 2, 0, 0, 54
Mon Sep 30 00:00:09 2013, 35, 34, 482, 458, 475, 50, 3, 2, 0, 0, 54
Mon Sep 30 00:00:10 2013, 34, 37, 481, 462, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:11 2013, 35, 38, 482, 464, 472, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:12 2013, 38, 37, 482, 459, 476, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:13 2013, 33, 33, 482, 461, 475, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:14 2013, 33, 34, 480, 462, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:15 2013, 34, 37, 480, 465, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:16 2013, 39, 38, 481, 466, 476, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:17 2013, 37, 38, 481, 466, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:18 2013, 35, 34, 480, 462, 472, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:19 2013, 34, 34, 481, 462, 474, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:20 2013, 33, 34, 482, 463, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:21 2013, 34, 39, 480, 464, 475, 50, 2, 2, 0, 0, 54
Mon Sep 30 00:00:22 2013, 37, 36, 481, 467, 477, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:23 2013, 37, 36, 478, 469, 479, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:24 2013, 33, 32, 480, 463, 471, 50, 2, 2, 0, 0, 52
Mon Sep 30 00:00:25 2013, 34, 35, 480, 460, 474, 50, 1, 2, 0, 0, 54
Mon Sep 30 00:00:26 2013, 33, 37, 483, 464, 475, 50, 1, 3, 0, 0, 54
Mon Sep 30 00:00:27 2013, 38, 37, 485, 466, 480, 50, 2, 4, 0, 0, 56
